paperId,title,publicationDate,hypothesis_4omini
96c956901002984caccdea256edd1f93d6135691,Context Information Can Increase Revenue in Online Display Advertising Auctions: Evidence from a Policy Change,2021-12-15,"Providing context information in online display advertising auctions increases average revenue per impression, particularly for reputable publishers and high-quality sites, while sites with thin markets do not experience a rise in prices."
c0f445add9e072b581730287ba617480dd614cae,Providers Versus Platforms: Marketing Communications in the Sharing Economy,2020-11-01,"Provider-focused marketing communications in peer-to-peer business models lead to higher consumer perceptions of provider independence, increased willingness to pay, and greater likelihood of purchase and app download, as consumers adopt an empathy lens."
7f80e908ed0869f0e24d4a9fd1291dab324c36ba,Commercial Success Through Commercials? Advertising and Pay-TV Operators,2021-06-11,"The study finds that consumers in the U.S. pay television service market are sensitive to advertising, particularly that of satellite operators, with ad elasticities of about .05--.06 for satellite operators compared to .02 for cable operators, and that asymmetric cost efficiencies in television advertising have benefited satellite operators more than cable operators, highlighting the interaction between advertising efficiencies and market competition."
36a871b591855a6e518213d5eb6d54a6cf54fac8,Relative Effectiveness of Print and Digital Advertising: A Memory Perspective,2018-09-01,"Print ads are more effective than digital ads in terms of encoding and engagement, leading to better memory retention, particularly due to superior encoding during initial exposure."
c25bea2f951f74fe31dd4b858539d777004394bf,Revenue Generation Through Influencer Marketing,2023-11-16,"Targeting low-followership influencers generates higher immediate revenue compared to high-followership influencers, with engagement mediating the negative relationship between influencer followership levels and return on investment."
9bd846f679a8bb32fd03e9b7d06efe0c27b439d3,Ritualistic Consumption Decreases Loneliness by Increasing Meaning,2021-04-01,"Ritualistic behavior involving consumer products reduces loneliness by increasing meaning in life, with the effect mediated by perceived product meaningfulness, and this effect is diminished when meaningfulness is derived incidentally."
f3cc8aa1f7d8fe477e92b48759f7a76094cf39f5,Selectively Emotional: How Smartphone Use Changes User-Generated Content,2019-01-23,"Smartphone use leads to the generation of briefer user-generated content that emphasizes emotional aspects over specific details compared to PC use, driven by the nature of smartphone constraints rather than user self-selection or other factors."
47585bf4d94508d22fa3716e4791acf817fd01a4,Shedding Light on the Dark Side of Firm Lobbying: A Customer Perspective,2021-05-20,"Lobbying negatively affects customer satisfaction, and this negative relationship is mediated by losses to customer satisfaction, with several customer-focused moderators attenuating this effect."
c93fd6d058411a719b5c8283b00038ec6f2ebe31,Should Your Brand Pick a Side? How Market Share Determines the Impact of Corporate Political Advocacy,2020-07-14,"The net effect of corporate political advocacy (CPA) at the market level is determined by a sorting process that benefits small-share brands and hurts large-share brands, with authenticity being a necessary condition for small-share brands to benefit."
35b813f71693068483b6c976aa2e80c0d45247e2,"Social Media, Influencers, and Adoption of an Eco-Friendly Product: Field Experiment Evidence from Rural China",2021-05-01,"The use of low-cost social media tools can effectively promote the adoption of a new eco-friendly pesticide in rural China by alleviating farmer uncertainty, although influencer credibility is necessary to resolve issues related to supplier credibility and product authenticity during the trial stage."
b84b20e3365dd5c57dd30531dc8d90f52d48990d,"Speed Up, Size Down: How Animated Movement Speed in Product Videos Influences Size Assessment and Product Evaluation",2020-05-22,"Consumers estimate the size of an immobile product to be smaller when it is animated to move faster in videos, influenced by learned size-speed associations, with various factors affecting this relationship, including perceived movement similarity, accessibility of positive size-speed associations, consumer knowledge, and explicit product size information."
bbcdbcf415d7ef276b403015119ff9178de65735,Task-Dependent Algorithm Aversion,2019-07-15,"Consumers are averse to relying on algorithms for subjective tasks, but increasing the perceived objectivity of these tasks and the algorithms' affective human-likeness can enhance trust and usage of algorithms."
9e752bdfefe7301995a2d499ce30d8873d0e0ed8,"The Commercial Consequences of Collective Layoffs: Close the Plant, Lose the Brand?",2020-02-26,"Following collective layoff announcements, layoff firms experience adverse changes in sales, advertising elasticity, and price elasticity, with a significant decrease in sales by 8.7%, advertising elasticity by 9.8%, and an increase in price elasticity by 19.2%, particularly influenced by announcement characteristics."
62c4494bcd62df216769f8c986683f59acad7488,The Concept of Authenticity: What It Means to Consumers,2021-05-20,"The authors reconceptualize authenticity as a holistic consumer assessment determined by six component judgments (accuracy, connectedness, integrity, legitimacy, originality, and proficiency), which vary according to the consumption context, and demonstrate that authenticity has consumer-relevant downstream consequences while being conceptually distinct from consumer attitudes."
078731ed09c195405a9ddfd10a9e3cbb344bd52b,The Control–Effort Trade-Off in Participative Pricing: How Easing Pricing Decisions Enhances Purchase Outcomes,2021-01-11,"This research proposes that firms' delegation of pricing decisions to consumers creates a control-effort trade-off, where greater pricing control is favored by consumers but the effort involved in deciding what to pay can deter purchase intentions; strategies that enhance feelings of control without increasing perceived effort can improve pricing outcomes."
3b9de45bbc71efe18814ce08f34776c67f3d5d1e,The Differential Effect of Local–Global Identity Among Males and Females: The Case of Price Sensitivity,2020-02-01,"Gender identity and local-global identity affect consumer price sensitivity, with identity incongruence depleting cognitive resources and inducing affective processing, leading to a sacrifice mindset and lower price sensitivity."
84abcd9dbefc4f935a8db126f159e9c8e58ac5e7,The Double-Edged Effects of E-Commerce Cart Retargeting: Does Retargeting Too Early Backfire?,2021-07-01,"Early e-commerce cart retargeting ads delivered within 30 minutes to one hour after cart abandonment have a negative impact on purchase rates compared to not delivering them, while late ads delivered one to three days after abandonment have a positive impact on purchases."
4f246d1346b7b4d1d825ee72e66c2f607571bb4b,The Effect of Links and Excerpts on Internet News Consumption,2015-09-24,"Linking increases celebrity news consumption, especially among consumers who browse the least, and benefits both the linking and linked sites. Exposure to a link increases the likelihood of visiting the linked site by 0.14%."
fd50e26da8105333e8d53f6f8902c7db8c0df564,The Impact of Advertising Creative Strategy on Advertising Elasticity,2022-01-07,"The advertising creative strategy (ACS) significantly impacts advertising elasticity, with experiential content having the greatest effect, and the combination of function and form producing synergies that enhance returns. Additionally, focus, variation, and the use of templates are found to increase advertising elasticity."
bbae688f00a09d7dafb4b7cd3a553da633311ea0,The Impact of Platform Protection Insurance on Buyers and Sellers in the Sharing Economy: A Natural Experiment,2020-10-05,"Platform-level buyer protection insurance (PPI) significantly increases buyer spending and seller revenue in the sharing economy, with buyer-side responses including increased product orders and variety-seeking behavior, and seller-side responses including enhanced customer retention and acquisition."
8d688f3acf48c46ac48f3a7df592571a31d5a719,"The Impact of Soda Taxes: Pass-Through, Tax Avoidance, and Nutritional Effects",2020-10-03,"The tax on sweetened beverages leads to a significant price increase and a decrease in demand, with tax avoidance through cross-shopping limiting revenue generation and nutritional improvement."
868a9292632f71aa5a3f72490c6e2e95e0eb712a,The Journal of Marketing Research Today: Spanning the Domains of Marketing Scholarship,2020-11-02,"The study finds substantial diversity in domains, topics, methods, and sources of data among articles published in the Journal of Marketing Research, with an increasing convergence across articles in the behavioral, quantitative, and strategy domains, reflecting shared substantive topics and common use of methods and sources of data."
34528d9d1990de0b4a470c3ecc4bb67e3f732fcb,The Platformization of Brands,2021-10-07,"The platformization of brands through flagship platforms enhances consumer loyalty and control over brand offerings, while the consequences of crowdsourcing and crowdsending affect consumer-platform relationships, leading to a typology of relationship states and propositions for offline-born product brands to thrive."
80c58d858fba64ba4f9a6d8dcfda2a7c456e40f4,The Rise of New Technologies in Marketing: A Framework and Outlook,2021-12-09,"New technologies in marketing lead to innovations in marketing techniques, tools, and strategies, providing firms that adopt them with a competitive advantage over those that do not."
a27bc7d143298fcef499d38bc6947726f41904e4,The Role of Gender in Pay-What-You-Want Contexts,2021-04-01,"Men typically pay less than women in pay-what-you-want settings due to gender differences in agentic versus communal orientation, which shape payment motives and ultimately affect payment behavior. Sellers can increase how much men pay by enhancing the salience of social payment motives without altering how much women pay."
f739fd64afd0c63687d19c620bef3337defbebf6,The Sales Impact of Using Handheld Scanners: Evidence from the Field,2020-04-21,"Handheld scanner use increases sales through unplanned, healthier, and impulsive purchases, but may decrease sales for consumers without a budget; the influence of scanners on sales is mediated by cognitive and affective mechanisms."
cd3a9d28abc3775cdcf122aa685b3b7154819fbd,The Secret Ingredient Is Me: Customization Prompts Self-Image-Consistent Product Perceptions,2019-07-03,"Customization influences product perceptions based on individuals' self-image, leading to self-image-consistent product perceptions, which vary across product categories and attributes."
2b7d9492d86bfd03d73907028ed633c49d591ad3,They’re Just Not That into You: How to Leverage Existing Consumer–Brand Relationships Through Social Psychological Distance,2020-12-15,"Marketers can effectively manage existing brand relationships by focusing on the psychological distance between consumers and brands, matching close brands with concrete language and distant brands with abstract language to create a mindset-congruency effect that leads to more favorable evaluations and behaviors."
54541b26cc5d8023983acf0fa5cc45238b397423,Too Time-Crunched to Seek Variety: The Influence of Parenting Motivation on Consumer Variety Seeking,2022-10-18,"Parenting motivation affects consumer variety seeking by inducing feelings of time crunch, which leads to less variety seeking, with the effect diminished by time-saving support, perceived time availability, and lack of brand loyalty."
2ba1b765edcd72de3a0eec1a1f9492683f1cebb0,Traveling with Companions: The Social Customer Journey,2021-01-01,"The social customer journey integrates the role of social companions and their social distance from the decision maker, influencing the purchase decision and highlighting new research opportunities in marketing."
f91abc10d39991d92e17373ce26d7f9d9a984721,Turning Complaining Customers into Loyal Customers: Moderators of the Complaint Handling–Customer Loyalty Relationship,2020-06-23,"The effectiveness of complaint handling in promoting customer loyalty depends on various factors, including economic conditions, industry competition, product type, and customer characteristics, with stronger relationships observed in faster-growing economies and for luxury products, while weaker relationships are noted for high reliability expectations and among male customers."
eaca76e74ae3284e57a77e027ebaae8aeed01908,Uniting the Tribes: Using Text for Marketing Insight,2019-08-29,"Textual analysis can generate marketing insights by reflecting the qualities of the text producer and impacting the audience, thereby uniting interdisciplinary marketing approaches."
7b649fdf2ffcfb916cfa3fb85b4e03a38ec8ca89,"Up, Up, and Away: Upgrading as a Response to Dissimilar Brand Users",2018-12-18,"Consumers with strong self-brand connections prefer upgrading to more exclusive products as a response to dissimilar brand users, driven by feelings of self-threat and a desire for higher status, with moderators affecting this upgrading behavior."
b943e1e5beafd1250b5ffbe67542726937835926,Variable Compensation and Salesperson Health,2021-05-01,"An increasing variable compensation share increases salespeople's stress, resulting in emotional exhaustion and more sick days, particularly for those with lower personal ability and fewer social resources, which in turn reduces the positive effects of this incentive on sales performance."
0becdfc6c259dda09978e34ed0e6d82f1fd9692d,"Investigating the Effects of Excise Taxes, Public Usage Restrictions, and Antismoking Ads Across Cigarette Brands",2021-04-14,"The study suggests that while cigarette excise taxes decrease smoking rates, they also lead to a market share shift towards stronger brands, and that smoke-free restrictions cause a shift away from these brands, with minimal effects from antismoking advertising on brand choice and consumption."
7e0ac07f4090c6a3c309c2860f53e6604b1000c6,When Algorithms Fail: Consumers’ Responses to Brand Harm Crises Caused by Algorithm Errors,2021-02-08,"Following a brand harm crisis, consumers respond less negatively if the error was caused by an algorithm (vs. a human), and this relationship is mediated by consumers' lower mind perception of agency of the algorithm, which lowers their perceptions of the algorithm's responsibility for the harm. Four moderators of this relationship are hypothesized: whether the algorithm is anthropomorphized, whether it involves machine learning, whether the task is subjective (vs. objective), and whether it is interactive (vs. noninteractive)."
47c72953bc416bf30b2462a8f1a68df4783ef939,When and How Slow Motion Makes Products More Luxurious,2022-12-07,"The speed of video ads influences consumers' perceptions of luxuriousness, with slow motion increasing perceived luxuriousness and subsequent desire for the product, mediated by feelings of immersion and hedonic value expectations, and moderated by video quality and consumer predisposition to experience immersion."
ebcd5c9787f96a5f92d1d3a7e49e5dd87f0622f2,When Salespeople Manage Customer Relationships: Multidimensional Incentives and Private Information,2019-01-04,"The sales performance-moral hazard trade-off is influenced by multidimensional performance incentives, where acquisition incentives induce moral hazard leading to adverse customer selection, while maintenance incentives moderate this effect, highlighting the importance of multidimensional incentives for customer relationship management."
7e1e4562d4d318a83fc1bf19b5f893c64863fdd2,Prosocial Goal Pursuit in Crowdfunding: Evidence from Kickstarter,2019-03-28,"Consumers' prosocial motives play a significant role in reward-based crowdfunding, influencing their contribution patterns by leading to faster funding collection right before meeting funding goals, especially for projects that evoke prosocial motivation and when the creator is a single individual."
107a0395a468d21fd86bfecaef2b10ee5ba6163d,Where Do You Want to Go for Dinner? A Preference Expression Asymmetry in Joint Consumption,2020-09-22,"Consumers take on ""requestor"" or ""responder"" roles in joint consumption decisions, leading to a preference expression asymmetry where requestors desire preference expressions while responders do not, resulting in preference and social friction costs for responders."
13f1f67994ac8b005b5f1be47868fa954c84ffe6,First-Price Auctions in Online Display Advertising,2019-11-12,"The transition from second-price to first-price auctions in online display advertising is driven by the shift from waterfalling to header bidding, which improves publisher revenue; however, this shift may lead to lower revenue for some exchanges due to increased competition, despite all exchanges adopting first-price auctions in equilibrium."
d141b49ab2f047af7b703933acda744f4ae2d805,Soda versus Cereal and Sugar versus Fat: Drivers of Healthful Food Intake and the Impact of Diabetes Diagnosis,2013-02-22,"Households with higher education and nutrition interest consume fewer calories, sugar, and total carbohydrates, while those with higher self-control consume more; consumption of sugar and carbohydrates decreases significantly following a diabetes diagnosis, but fat and sodium intake increases; younger and higher-income households, particularly those with a female diabetes patient, make healthier changes."
ae456fa5af4e277c2125c094059451efc4dae346,Is a Picture Worth a Thousand Words? An Empirical Study of Image Content and Social Media Engagement,2019-11-18,"Social media posts with pictures induce higher engagement than those without, with high-quality images consistently leading to higher engagement, while the effect of colorfulness varies by product category and the presence of human faces and image-text fit enhances engagement on Twitter but not on Instagram."
965014fb4a5583eb2fde45ca3fc2dd183864891b,Brand Name Types and Consumer Demand: Evidence from China’s Automobile Market,2018-12-21,"The study finds that Chinese consumers prefer vehicle models with semantic brand names, leading to 7.64% more sales compared to alphanumeric names, while showing the least preference for phonosemantic names, resulting in 4.92% lower sales than alphanumeric names; domestic firms benefit from semantic names, while foreign firms gain from foreign-sounding names, with entry-level products performing better with semantic names and high-end products excelling with foreign-sounding names."
4bc51beaac6c41c2acb7b4472e44ccc20f23a114,Capturing Marketing Information to Fuel Growth,2020-10-29,"The study suggests that marketers can leverage rich data from various sources to develop effective growth strategies, but face challenges due to overreliance on readily available data, which hinders the connection between marketing data growth and firm growth."
305e2fce867d42bf47ebd16b7ed9c35fd554b528,Commentary: Beyond Data: The Mindsets and Disciplines Needed to Fuel Growth,2020-12-11,Organizations must shift their mindset towards customer-centricity and develop critical disciplines to drive successful business transformation beyond data-driven marketing techniques.
186a6ed50a40ac9d971c983f255065492f2481e8,Complaint De-Escalation Strategies on Social Media,2022-08-01,"Increasing active listening and empathy in firm responses to social media complaints mitigates negative arousal and evokes gratitude among customers in high-arousal states, even if the actual failure is not yet recovered."
c74e860793a933372c016b3bc98e03232cfe8fe7,Effect of Alliance Network Asymmetry on Firm Performance and Risk,2020-09-04,"The absolute levels of alliance network asymmetry have curvilinear effects on alliance performance and performance uncertainty, specifically that direct tie asymmetry has an inverted U-shaped effect on abnormal returns and a U-shaped effect on risk, while indirect tie asymmetry has a U-shaped effect on risk, with innovation quality and preexisting ties flattening these effects."
ebd810fd40749cb686c1cc6fc6e518c5b8121539,Fields of Gold: Scraping Web Data for Marketing Insights,2022-05-02,"The authors propose a novel methodological framework that enhances the validity of web data collection by addressing technical and legal/ethical concerns across three stages: selecting data sources, designing data collection, and extracting data."
0344c01f275355474fb79a5a26e659e763fb46f3,Making the World a Better Place: How Crowdfunding Increases Consumer Demand for Social-Good Products,2020-10-14,"Crowdfunding increases consumer demand for social-good products by activating an interdependent mindset, which is contingent on high collective efficacy and is eliminated when the product is already on the market."
6861709f9df7db1022982040d6c776000d86bd16,Influencer Marketing Effectiveness,2022-05-10,"Influencer originality, follower size, and sponsor salience enhance influencer marketing effectiveness, while posts announcing new product launches diminish it, and influencer activity, follower–brand fit, and post positivity exert inverted U-shaped moderating effects on effectiveness."
6baa33d78c50abca070c15aae91d3183db3b9544,Leaving Something for the Imagination: The Effect of Visual Concealment on Preferences,2020-02-20,"Visual concealment tactics can enhance aesthetic product evaluations by triggering curiosity, which leads to positive affect that inflates preferences, but this effect only occurs when initial inferences about the product's appeal are positive or emotionally congruent."
f898edd71de80567bb1f8a5294a7d2caacff39ee,Machine Learning for Creativity: Using Similarity Networks to Design Better Crowdfunding Projects,2021-03-09,"The prior level of success of similar crowdfunding projects strongly predicts a new project's funding performance, and funding performance increases with a balance between novelty and imitation, with optimal funding goals being close to the funds raised by prior similar projects."
dc53f24925f31a1c7f2d355cad53f884f8a4d096,Organizational Herding in Advertising Spending Disclosures: Evidence and Mechanisms,2019-01-20,"Firms learn from peers' decisions to reduce uncertainty in advertising disclosure, leading to herding effects among peer firms in the same strategic group, with a preference for resolving disclosure uncertainty from similar peers rather than benchmark leaders."
8ff923aa73d8b500128862f4a38921d217979d49,P2V-MAP: Mapping Market Structures for Large Retail Assortments,2019-06-06,"The proposed P2V-MAP approach effectively analyzes market structures by deriving latent product attributes from shopping basket data, facilitating analyses of cross-category product complementarity and within-category substitution, while being automated, scalable, and easy to interpret, as validated through simulation and comparison with econometric methods."
2e1e728e7cdb832eaaedc67f7d42fd224d2d2a2b,Platform Exploitation: When Service Agents Defect with Customers from Online Service Platforms,2021-02-22,"The phenomenon of platform exploitation occurs when high-quality, long-tenured service agents enhance platform usage but also lead customers to defect off the platform, with this behavior increasing with greater customer-agent interaction frequency, higher service prices, and more repetitive services."
02a2c62793bd549c64cab1d0fb7e316360d29a13,Psychological Ownership of (Borrowed) Money,2020-07-20,"The degree to which consumers feel psychological ownership of borrowed money predicts their willingness to borrow money for discretionary purchases, and this psychological ownership is distinct from other individual factors and varies by debt type. Additionally, framing debt using language lower in psychological ownership can reduce consumers' propensity to borrow."
4a3763b99925534c0f6e21fd5e022404560a5a74,Pretty Healthy Food: How and When Aesthetics Enhance Perceived Healthiness,2020-09-14,"Prettier food is perceived as healthier because classical aesthetic features make it appear more natural, and this effect is mediated by perceived naturalness and moderated by belief in a ""natural = healthy"" connection."
301364c6872a7ca8203969740ab5283ffdddbbf9,When and Why Saying “Thank You” Is Better Than Saying “Sorry” in Redressing Service Failures: The Role of Self-Esteem,2020-03-01,"The shift from emphasizing service providers' fault (apology) to spotlighting consumers' merits (appreciation) increases consumers' self-esteem and post-recovery satisfaction, with appreciation being a more effective strategy than apology in redressing service failures."
7716c786af7c110b2b0bd3c91290633ab0eae2ad,A Meta-Analysis of Brand Extension Success: The Effects of Parent Brand Equity and Extension Fit,2023-03-06,"Parent brand equity and extension fit positively influence extension success, with different dimensions of these drivers having varying effects, such as usage fit having the weakest effect and brand familiarity having a lower interaction effect with extension fit than other dimensions of parent brand equity."
d4e2a1cf9544d7463a1838ab19fb4913e64490de,“Choozing” the Best Spelling: Consumer Response to Unconventionally Spelled Brand Names,2023-02-22,"Consumers are less likely to support unfamiliar brands with unconventionally spelled names compared to those with conventional spellings, due to perceptions of insincerity stemming from the belief that unconventional spelling is a persuasion attempt; however, this effect can be mitigated if the motive for the unconventional spelling is perceived as sincere, and such names may be desirable when consumers seek a memorable experience."
4cf9fcb668c8769b87a736aa959beb7fbf70ce5d,Better Marketing for a Better World,2021-05-01,"The marketing discipline must reflect on its social relevance in addressing critical societal issues such as war, poverty, and environmental contamination, as marketers can either contribute to or help resolve these problems."
2653110d9ce5a48f2673f0e259d430ec83224aaa,Customer Satisfaction and Firm Profits in Monopolies: A Study of Utilities,2020-11-17,"Customer satisfaction positively predicts future profitability of utility firms by reducing operating costs, even when it does not affect future revenues. Higher satisfaction leads to lower distribution, customer service, and sales and general administration expenses, generating efficiency-enhancing benefits and fostering greater trust and cooperation from customers."
fb408bcc22b8689717f368b2ee5ae8a71f904d4a,Educational Campaigns for Product Labels: Evidence from On-Shelf Nutritional Labeling,2020-12-03,"Educational campaigns can increase consumer awareness and understanding of nutritional labels, leading to a preference for higher star-rated foods; however, the effect is modest and diminishes after the campaign's conclusion."
31828431f4699e66d806af02fe966739b6005e81,Finding Goldilocks Influencers: How Follower Count Drives Social Media Engagement,2022-08-25,"There is an inverted U-shaped relationship between influencers' follower count and engagement with sponsored content, where engagement first increases and then decreases as follower count rises, and this relationship is moderated by content customization and brand familiarity."
11b32e46155b3b1deff16c0fee292d139dd826c8,Generating Content Increases Enjoyment by Immersing Consumers and Accelerating Perceived Time,2020-09-10,"Generating content during an experience increases feelings of immersion and accelerates perceived time, which enhances enjoyment of the experience, with consumers benefiting from content creation regardless of whether it is incentivized or organic."
32f9874e6ac355f1b0d48436638dc1aa194c239f,Households Under Economic Change: How Micro- and Macroeconomic Conditions Shape Grocery Shopping Behavior,2021-07-19,"Micro and macroeconomic conditions significantly influence grocery shopping behavior, with microeconomic changes primarily affecting overall purchase volume and macroeconomic changes causing structural shifts in shopping basket allocation and spending behavior."
9e483649cceb625c849ff05170c86710bf904770,How Marketing Perks Influence Word of Mouth,2021-01-21,"Low-contractuality marketing perks are more effective than high-contractuality perks at fostering word of mouth, particularly by conveying a relational signal that motivates consumers to share word of mouth, with conditions under which this effect may attenuate or reverse."
d5614a9e9f43de547bbc25f2a512f04f538adfd4,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-10-08,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships."
bf584f9ab6139573995a02dbac3e74aa4af47026,"Marketing, Through the Eyes of the Stigmatized",2020-11-04,"Consumers with potentially stigmatizing attributes decode marketing communications as audience cues, which influence their social devaluation inferences and subsequently affect their beneficial and detrimental consumption behaviors. Anticipated empowerment may increase beneficial consumption among these consumers."
5c612b0e36c6b93137536e3b41ef8303a1c33056,Modeling Dynamic Heterogeneity Using Gaussian Processes,2019-10-14,"The authors propose a novel framework for capturing dynamic heterogeneity using Gaussian processes, which allows for flexible variations around population-level trends and provides precise individual-level insights regarding parameter dynamics, with robust evidence of dynamic heterogeneity found in preference dynamics and online reviews."
2df1bd45205edeb2cd1bf88a6fae673adfc26708,The Dark Side of Mobile App Adoption: Examining the Impact on Customers’ Multichannel Purchase,2021-02-24,"The adoption of a hotel group's mobile app leads to a significant and negative change in customers' multichannel spending, influenced by factors such as the use of the app for mobile check-in versus searching, and the potential adoption of competitor apps."
7b2187341445be3e72be14a96352d5ea7cbecb6e,The Economic and Social Impacts of Migration on Brand Expenditure: Evidence from Rural India,2021-05-17,"Economic remittances result in greater brand expenditure, particularly for poorer households, and the effect of migration on brand expenditures is more positive for households in more populous villages with greater access to mobile phones and lower viewership of television media."
db95567818566af346be558ea6d440ca1fb50af1,The Strength of Weak-Tie Consensus Language,2020-02-26,"Weak ties are more influential than strong ties in the interpretation and persuasiveness of consensus language, as weak ties evoke perceptions of a larger and more diverse group, signaling greater validity for the issue at hand."
b48e93a4186dff68ed70216a45a0cf7a330ec333,The Value of Rapid Delivery in Omnichannel Retailing,2019-07-03,"Faster delivery in the online channel positively affects sales in omnichannel retailing, with an average increase of 1.45% in online store sales per business-day reduction in delivery time, and a positive spillover effect to offline stores, driven by customer learning and brand presence. Customers with less online experience respond more in the short run, while experienced customers respond more in the long run."
aec38ca8dd66951341fff011978523d26bed0da3,Identifying Market Structure: A Deep Network Representation Learning of Social Engagement,2021-07-08,"The proposed deep network representation learning framework effectively captures latent relationships among brands and social media users, allowing firms to identify dynamic product-market boundaries and leverage insights for competitive advantage."
